id	gene	start	end	strand	name	cat	clr
slr0944	gene	2010218	2011369	+	multidrug-efflux transporter	COG0798P	#CC3333
slr0945	gene	2011521	2012141	+	arsenical resistance protein ArsH homolog	COG0431R	#C27E3A
slr0946	gene	2012231	2012626	+	arsenate reductase	COG0394T	#93BF96
slr0947	gene	2012781	2013485	+	response regulator for energy transfer from phycobilisomes to photosystems	COG0745TK	#C4ABFE
slr0948	gene	2013538	2014185	+	hypothetical protein	-	#333333
sll0913	gene	2014182	2014787	-	hypothetical protein	COG4636S	#C98767
sll0912	gene	2014908	2016818	-	ABC transporter ATP binding protein	COG0488R	#C27E3A
slr0949	gene	2017104	2017964	+	Integral membrane protein of the ABC-type Nat permease for neutral amino acids NatD	COG0559E	#FF7373
slr0950	gene	2017964	2018788	+	hemolysin-like protein	COG1189J	#0066FF
sll0911	gene	2018851	2019237	-	unknown protein	-	#333333
sll0910	gene	2019253	2020344	-	unknown protein	COG0457R	#C27E3A
sll0909	gene	2020349	2021035	-	unknown protein	COG1076O	#72FE95
slr0951	gene	2021252	2021944	+	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	COG1211I	#FF3333
slr0952	gene	2022028	2023071	+	fructose-1,6-bisphosphatase	COG0158G	#FF5353
slr0953	gene	2023278	2024012	+	sucrose-phosphate phosphatase	COG0561R	#C27E3A
ssr1600	gene	2024126	2024476	+	similar to anti-sigma f factor antagonist	COG1366T	#93BF96
slr0954	gene	2024549	2024980	+	hypothetical protein	COG1939S	#C98767
slr0955	gene	2024993	2026147	+	probable tRNA/rRNA methyltransferase	COG0566J	#0066FF
slr0957	gene	2026227	2026538	+	hypothetical protein	-	#333333
slr0958	gene	2026675	2028126	+	cysteinyl-tRNA synthetase	COG0215J	#0066FF
sll0905	gene	2028157	2028744	-	hypothetical protein	COG0424D	#59955C
slr0959	gene	2028832	2030421	+	hypothetical protein	COG1266R	#C27E3A
slr0960	gene	2030534	2030974	+	unknown protein	-	#333333
sll1541	gene	2031001	2032473	-	hypothetical protein	COG3670Q	#993366
ssr2723	gene	2032601	2032891	+	hypothetical protein	COG2127S	#C98767
sll1540	gene	2032951	2034123	-	dolichyl-phosphate-mannose synthase	COG2246S	#C98767
slr1622	gene	2034294	2034803	+	soluble inorganic pyrophosphatase	COG0221C	#991616
slr1623	gene	2035067	2035432	+	hypothetical protein	-	#333333
slr1624	gene	2035474	2036850	+	hypothetical protein	-	#333333
sll1538	gene	2036911	2038527	-	similar to beta-hexosaminidase a precursor	COG1472G	#FF5353
sll1537	gene	2038644	2039063	-	similar to mutator MutT protein	COG1051F	#FF8E8E
slr1626	gene	2039174	2039530	+	dihydroneopterin aldolase	COG1539H	#FFA4A4
slr1627	gene	2039541	2040161	+	unknown protein	COG1280E	#FF7373
sll1536	gene	2040280	2041458	-	molybdopterin biosynthesis MoeB protein	COG0476H	#FFA4A4
slr1628	gene	2041594	2041998	+	hypothetical protein	COG3651S	#C98767
slr1629	gene	2041999	2042982	+	ribosomal large subunit pseudouridine synthase D	COG0564J	#0066FF
sll1535	gene	2043107	2043838	-	putative sugar transferase	COG2148M	#A6CAA9
sll1534	gene	2043938	2045074	-	probable glycosyltransferase	COG0438M	#A6CAA9
sll1533	gene	2045078	2046364	-	twitching mobility protein	COG2805NU	#FF97E8
slr1634	gene	2046961	2047335	+	hypothetical protein	-	#333333
sll1532	gene	2047495	2048130	-	hypothetical protein	-	#333333
ssl2982	gene	2048144	2048374	-	probable DNA-directed RNA polymerase omega subunit	COG1758K	#99CCFF
slr1635	gene	2048497	2049513	+	putative transposase [ISY203e: 2048410 - 2049583]	COG3385L	#00FFFF
slr1636	gene	2049510	2050130	+	unknown protein	COG1547S	#C98767
slr1638	gene	2050496	2050819	+	hypothetical protein	-	#333333
slr1639	gene	2050948	2051412	+	SsrA-binding protein	COG0691O	#72FE95
sll1531	gene	2051479	2053305	-	unknown protein	-	#333333
sll1530	gene	2053319	2054479	-	unknown protein	COG2242H	#FFA4A4
sll1528	gene	2054482	2057472	-	unknown protein	COG0438M	#A6CAA9
sll1527	gene	2057469	2060975	-	unknown protein	COG0438M	#A6CAA9
sll1526	gene	2061101	2062621	-	hypothetical protein	COG0500QR	#AE70ED
slr1641	gene	2062905	2065523	+	ClpB protein	COG0542O	#72FE95
ssl2971	gene	2065509	2065808	-	hypothetical protein	-	#333333
sll1525	gene	2066001	2066999	-	phosphoribulokinase	COG0572F	#FF8E8E
slr1643	gene	2067522	2068763	+	ferredoxin-NADP oxidoreductase	COG0369P	#CC3333
sll1524	gene	2068855	2069694	-	hypothetical protein	COG0561R	#C27E3A
slr1644	gene	2070019	2070891	+	hypothetical protein	COG0457R	#C27E3A
slr1645	gene	2070975	2071382	+	photosystem II 11 kD protein	-	#333333
slr1646	gene	2071379	2072074	+	ribonuclease III	COG0571K	#99CCFF
slr1647	gene	2072108	2072887	+	hypothetical protein	COG0390R	#C27E3A
slr1648	gene	2073161	2074603	+	hypothetical protein	COG3670Q	#993366
ssr2754	gene	2074694	2074957	+	hypothetical protein	COG2161D	#59955C
ssr2755	gene	2074954	2075214	+	hypothetical protein	NA	#333333
slr1649	gene	2075381	2075971	+	hypothetical protein	-	#333333
sll1522	gene	2075968	2076507	-	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	COG0558I	#FF3333
sll1521	gene	2076547	2078340	-	flavoprotein	COG0426C	#991616
sll1520	gene	2078366	2080120	-	DNA repair protein RecN	COG0497L	#00FFFF
slr0442	gene	2080885	2082720	+	unknown protein	-	#333333
sll0428	gene	2082864	2083916	-	unknown protein	COG3751O	#72FE95
ssr0755	gene	2084143	2084370	+	hypothetical protein	NA	#333333
ssr0756	gene	2084575	2084760	+	hypothetical protein	COG3744S	#C98767
ssr0757	gene	2084922	2085206	+	hypothetical protein	NA	#333333
ssr0759	gene	2085445	2085684	+	unknown protein	-	#333333
ssr0761	gene	2085826	2086110	+	hypothetical protein	COG2161D	#59955C
sll0427	gene	2086305	2087129	-	photosystem II manganese-stabilizing polypeptide	-	#333333
slr0443	gene	2087356	2087733	+	hypothetical protein	-	#333333
sll0426	gene	2088130	2088492	-	unknown protein	-	#333333
slr0444	gene	2088773	2090023	+	3-phosphoshikimate 1-carboxyvinyltransferase	COG0128E	#FF7373
sll0424	gene	2090026	2091630	-	hypothetical protein	COG1032C	#991616
sll0423	gene	2091711	2092178	-	hypothetical protein	-	#333333
sll0422	gene	2092519	2093508	-	asparaginase	COG1446E	#FF7373
sll0421	gene	2093629	2094924	-	adenylosuccinate lyase	COG0015F	#FF8E8E
slr0445	gene	2095034	2095666	+	hypothetical protein	COG4636S	#C98767
sll0420	gene	2095723	2096040	-	urease beta subunit	COG0832E	#FF7373
sll0419	gene	2096076	2096540	-	unknown protein	-	#333333
sll0418	gene	2096618	2097574	-	2-methyl-6-phytylbenzoquinone methyltransferase	COG2226H	#FFA4A4
slr0446	gene	2097643	2098602	+	DNA polymerase III delta' subunit	COG0470L	#00FFFF
slr0447	gene	2098921	2100261	+	periplasmic protein, ABC-type urea transport system substrate-binding protein	COG0683E	#FF7373
slr0448	gene	2100463	2101980	+	DNA repair protein RadA	COG1066O	#72FE95
sll0274	gene	2101977	2102567	-	hypothetical protein	COG1357S	#C98767
sll0273	gene	2102769	2104391	-	Na+/H+ antiporter	COG0025P	#CC3333
sll0272	gene	2104439	2104864	-	hypothetical protein	-	#333333
sll0271	gene	2104943	2105770	-	N utilization substance protein B homolog	COG0781K	#99CCFF
slr0280	gene	2105813	2107645	+	hypothetical protein	COG4632G	#FF5353
sll0270	gene	2107664	2110159	-	primosomal protein N'	COG1198L	#00FFFF
sll0269	gene	2110166	2110579	-	hypothetical protein	-	#333333
sll0268	gene	2110697	2111104	-	hypothetical protein	COG4980R	#C27E3A
sll0267	gene	2111141	2115742	-	unknown protein	COG3614T	#93BF96
sll0266	gene	2116083	2117321	-	unknown protein	-	#333333
sll0265	gene	2117309	2118214	-	unknown protein	-	#333333
sll0264	gene	2118198	2119286	-	probable dioxygenase Rieske iron-sulfur component	COG4638PR	#FF68DD
sll0263	gene	2119301	2120020	-	unknown protein	-	#333333
sll0262	gene	2120067	2121146	-	acyl-lipid desaturase (delta 6)	COG3239I	#FF3333
sll0261	gene	2121641	2123347	-	hypothetical protein	COG1226P	#CC3333
slr0284	gene	2123646	2123996	+	hypothetical protein	COG1950S	#C98767
slr0285	gene	2124296	2124973	+	hypothetical protein	COG1533L	#00FFFF
slr0286	gene	2124966	2126246	+	protein involved in functional assembly of photosystem II	-	#333333
sll0260	gene	2126243	2127589	-	hypothetical protein	COG1253R	#C27E3A
ssr0482	gene	2127879	2128127	+	30S ribosomal protein S16	COG0228J	#0066FF
slr0287	gene	2128168	2128524	+	hypothetical protein	COG1837R	#C27E3A
slr0288	gene	2128767	2130941	+	glutamate--ammonia ligase	COG3968R	#C27E3A
slr0291	gene	2131105	2131539	+	hypothetical protein	-	#333333
sll0258	gene	2131616	2132098	-	cytochrome c550	-	#333333
ssl0483	gene	2132257	2132457	-	hypothetical protein	-	#333333
slr0292	gene	2132715	2133545	+	hypothetical protein	COG2138S	#C98767
sll0257	gene	2133549	2134022	-	hypothetical protein	COG0802R	#C27E3A
slr0293	gene	2134202	2137153	+	glycine dehydrogenase	COG1003E	#FF7373
slr0294	gene	2137259	2137738	+	unknown protein	-	#333333
slr0392	gene	2137686	2138081	+	unknown protein	-	#333333
slr0393	gene	2138074	2138439	+	unknown protein	COG1403V	#80B584
sll0364	gene	2138723	2139142	-	hypothetical protein	-	#333333
slr0394	gene	2139193	2140395	+	phosphoglycerate kinase	COG0126G	#FF5353
slr0395	gene	2140664	2141593	+	nitrate assimilation transcriptional activator, LysR family protein	COG0583K	#99CCFF
sll0362	gene	2141613	2144246	-	alanyl-tRNA synthetase	COG0013J	#0066FF
sll0361	gene	2144427	2144897	-	hypothetical protein	-	#333333
sll0360	gene	2144979	2145812	-	hypothetical protein	-	#333333
sll0359	gene	2146000	2146386	-	hypothetical protein	-	#333333
slr0397	gene	2146801	2147376	+	hypothetical protein	-	#333333
slr0398	gene	2147560	2148033	+	unknown protein	-	#333333
slr0399	gene	2148253	2149233	+	chaperon-like protein for quinone binding in photosystem II	COG0702MG	#D568FD
slr0400	gene	2149333	2150250	+	hypothetical protein	COG0061G	#FF5353
slr0401	gene	2150247	2151401	+	periplasmic polyamine-binding protein of ABC transporter	COG0687E	#FF7373
slr0402	gene	2151606	2152190	+	hypothetical protein	COG0127F	#FF8E8E
ssl0707	gene	2152291	2152629	-	nitrogen regulatory protein P-II	COG0347E	#FF7373
slr0404	gene	2152932	2153933	+	hypothetical protein	COG4371S	#C98767
ssr0657	gene	2154205	2154498	+	hypothetical protein	-	#333333
sll0356	gene	2154516	2155172	-	N-(5'-phosphoribosyl)anthranilate isomerase	COG0135E	#FF7373
sll0355	gene	2155273	2156265	-	hypothetical protein	COG0697GER	#EFD7FF
sll0354	gene	2156497	2156961	-	hypothetical protein	-	#333333
ssr0663	gene	2157115	2157303	+	hypothetical protein	NA	#333333
slr0406	gene	2157442	2158470	+	dihydroorotase	COG0418F	#FF8E8E
slr0407	gene	2158543	2159355	+	hypothetical protein	COG2226H	#FFA4A4
slr0408	gene	2159620	2172219	+	unknown protein	-	#333333
slr0142	gene	2172365	2173099	+	hypothetical protein	COG3619S	#C98767
slr0143	gene	2173197	2176772	+	WD-repeat protein, Hat protein, involved in the control of a high-affinity transport system for inorganic carbon	COG2319R	#C27E3A
slr0144	gene	2177115	2177903	+	hypothetical protein	COG1719R	#C27E3A
slr0145	gene	2177900	2178310	+	unknown protein	-	#333333
slr0146	gene	2178325	2178837	+	hypothetical protein	-	#333333
slr0147	gene	2178840	2179505	+	hypothetical protein	COG1719R	#C27E3A
slr0148	gene	2179537	2180019	+	hypothetical protein	COG0633C	#991616
slr0149	gene	2180073	2180543	+	hypothetical protein	-	#333333
slr0150	gene	2180577	2180888	+	ferredoxin, petF-like protein	COG0633C	#991616
slr0151	gene	2181013	2181975	+	unknown protein	-	#333333
slr0152	gene	2182063	2183958	+	serine/threonine protein kinase	COG0515RTKL	#FF79E1
sll0149	gene	2184030	2185784	-	hypothetical protein	-	#333333
sll0148	gene	2185870	2188077	-	hypothetical protein	-	#333333
sll0147	gene	2188230	2190236	-	hypothetical protein	COG0644C	#991616
sll0146	gene	2190933	2192051	-	Integral membrane protein of the ABC-type, Nat permease for neutral amino acids	COG4177E	#FF7373
sll0145	gene	2192133	2192681	-	ribosome releasing factor	COG0233J	#0066FF
sll0144	gene	2192668	2193450	-	uridine monophosphate kinase	COG0528F	#FF8E8E
ssl0259	gene	2193591	2193812	-	hypothetical protein	COG1598S	#C98767
ssl0258	gene	2193813	2194040	-	hypothetical protein	NA	#333333
slr0156	gene	2194405	2197101	+	ClpB protein	COG0542O	#72FE95
slr0157	gene	2197132	2197620	+	unknown protein	-	#333333
sll0142	gene	2197732	2200959	-	probable cation efflux system protein	COG0841V	#80B584
sll0141	gene	2201147	2202550	-	hypothetical protein	COG0845M	#A6CAA9
sll0140	gene	2202701	2202877	-	unknown protein	NA	#333333
slr0161	gene	2202944	2204053	+	twitching motility protein PilT	COG2805NU	#FF97E8
slr0162	gene	2204157	2204654	+	a part of pilC, pilin biogenesis protein, required for twitching motility	COG1459NU	#FF97E8
slr0163	gene	2204629	2205372	+	a part of pilC, pilin biogenesis protein, required for twitching motility	COG1459NU	#FF97E8
slr0164	gene	2205774	2206451	+	ATP-dependent Clp protease proteolytic subunit	COG0740OU	#E1CAF9
slr0165	gene	2206551	2207159	+	ATP-dependent Clp protease proteolytic subunit	COG0740OU	#E1CAF9
sll0136	gene	2207370	2208695	-	aminopeptidase P	COG0006E	#FF7373
sll0135	gene	2208778	2209734	-	putative 5'-methylthioadenosine phosphorylase	COG0005F	#FF8E8E
ssl0242	gene	2209703	2209939	-	hypothetical protein	-	#333333
ssl0241	gene	2210006	2210194	-	hypothetical protein	NA	#333333
ssr0256	gene	2210451	2210705	+	putative transposase [ISY523n: 2210271 - 2211142]	COG3293L	#00FFFF
slr0166	gene	2210626	2210928	+	putative transposase [ISY523n: 2210271 - 2211142]	-	#333333
slr1923	gene	2211283	2212479	+	hypothetical protein	COG1035C	#991616
slr1924	gene	2212505	2213707	+	D-alanyl-D-alanine carboxypeptidase, periplasmic protein	COG1680V	#80B584
slr1925	gene	2213707	2214735	+	cobalamin biosynthesis protein CobD	COG1270H	#FFA4A4
sll1865	gene	2214685	2215692	-	peptide chain release factor 2	COG1186J	#0066FF
sll1864	gene	2216476	2219175	-	probable chloride channel protein	COG0038P	#CC3333
slr1926	gene	2219122	2219793	+	hypothetical protein	-	#333333
slr1927	gene	2219741	2220961	+	hypothetical protein	COG1721R	#C27E3A
slr1928	gene	2221173	2221631	+	type 4 pilin-like protein	COG2165NU	#FF97E8
slr1929	gene	2221648	2222199	+	type 4 pilin-like protein	-	#333333
slr1930	gene	2222316	2222876	+	type 4 pilin-like protein	COG2165NU	#FF97E8
slr1931	gene	2222898	2223815	+	type 4 pilin-like protein	COG4795U	#4BFE78
slr1932	gene	2223873	2224568	+	unknown protein	COG0596R	#C27E3A
sll1863	gene	2224789	2225112	-	unknown protein	-	#333333
sll1862	gene	2225278	2225709	-	unknown protein	-	#333333
sll1861	gene	2225766	2226530	-	putative transposase [ISY523o(partial copy): 2225804 - 2226597]	COG3293L	#00FFFF
sll1860	gene	2226619	2227404	-	putative transposase [ISY523d: 2226601 - 2227471]	COG3293L	#00FFFF
slr1933	gene	2227829	2228377	+	dTDP-4-dehydrorhamnose 3,5-epimerase	COG1898M	#A6CAA9
sll1858	gene	2228445	2230328	-	unknown protein	-	#333333
slr1934	gene	2230487	2231515	+	pyruvate dehydrogenase E1 component, alpha subunit	COG1071C	#991616
slr1935	gene	2231639	2233036	+	hypothetical protein	-	#333333
sll1854	gene	2233037	2233834	-	exodeoxyribonuclease III	COG0708L	#00FFFF
sll1853	gene	2233809	2234273	-	unknown protein	-	#333333
sll1852	gene	2234304	2234753	-	nucleoside diphosphate kinase	COG0105F	#FF8E8E
sll1851	gene	2235072	2235458	-	unknown protein	-	#333333
slr1936	gene	2235561	2235920	+	putative transposase [ISY100r: 2235489 - 2236434]	COG3415L	#00FFFF
slr1937	gene	2235914	2236408	+	putative transposase [ISY100r: 2235489 - 2236434]	COG3335L	#00FFFF
sll1849	gene	2236419	2237054	-	probable dioxygenase Rieske iron-sulfur component	COG4638PR	#FF68DD
slr1938	gene	2237134	2238189	+	putative translation initiation factor EIF-2b subunit 1	COG0182J	#0066FF
sll1848	gene	2238277	2238954	-	putative acyltransferas	COG0204I	#FF3333
slr1939	gene	2239239	2241248	+	unknown protein	COG0501O	#72FE95
slr1940	gene	2241340	2242788	+	periplasmic protein, function unknown	-	#333333
ssr3300	gene	2242886	2243137	+	unknown protein	COG1649S	#C98767
sll1845	gene	2243250	2243729	-	hypothetical protein	COG3476T	#93BF96
slr1942	gene	2243851	2245368	+	circadian clock protein KaiC homolog	COG0467T	#93BF96
ssr3304	gene	2245407	2245583	+	hypothetical protein	-	#333333
slr1943	gene	2245636	2246631	+	probable glycosyltransferase	COG0463M	#A6CAA9
slr1944	gene	2246867	2248483	+	periplasmic protein, function unknown	COG4188R	#C27E3A
slr1945	gene	2248578	2250176	+	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	COG0696G	#FF5353
ssr3307	gene	2250241	2250474	+	preprotein translocase SecG subunit	-	#333333
slr1946	gene	2250711	2251496	+	hypothetical protein	COG5549O	#72FE95
sll1841	gene	2251657	2252958	-	pyruvate dehydrogenase dihydrolipoamide acetyltransferase component (E2)	COG0508C	#991616
slr1949	gene	2253169	2253807	+	hypothetical protein	-	#333333
slr1950	gene	2254112	2256454	+	copper-transporting P-type ATPase CtaA	COG2217P	#CC3333
slr1951	gene	2256697	2257170	+	hypothetical protein	COG1716T	#93BF96
slr0989	gene	2257203	2257964	+	hypothetical protein	COG0217S	#C98767
slr0990	gene	2258074	2259243	+	hypothetical protein	COG2170S	#C98767
slr0992	gene	2259402	2259863	+	probable tRNA/rRNA methyltransferase	COG0219J	#0066FF
slr0993	gene	2260429	2262576	+	putative peptidase	COG0739M	#A6CAA9
sll0947	gene	2262805	2263380	-	light repressed protein A homolog	COG1544J	#0066FF
slr0994	gene	2263827	2264510	+	lipoate-protein ligase B	COG0321H	#FFA4A4
ssl1807	gene	2264491	2264781	-	hypothetical protein	-	#333333
sll0945	gene	2265213	2266646	-	glycogen synthase	COG0297G	#FF5353
sll0944	gene	2266850	2267344	-	hypothetical protein	-	#333333
slr0320	gene	2267490	2269085	+	hypothetical protein	COG1032C	#991616
sll0306	gene	2269126	2270163	-	RNA polymerase group 2 sigma factor	COG0568K	#99CCFF
slr0321	gene	2270624	2271571	+	GTP-binding protein ERA homolog	COG1159R	#C27E3A
slr0322	gene	2271581	2274868	+	two-component hybrid sensor and regulator	COG0643NT	#EAA6EA
slr0323	gene	2274868	2277996	+	putative alpha-mannosidase	COG0383G	#FF5353
slr0324	gene	2277989	2278873	+	probable oligopeptides ABC transporter permease protein	COG1173EP	#DBBFF7
slr0325	gene	2278921	2279406	+	hypothetical protein	-	#333333
sll0301	gene	2279497	2280006	-	hypothetical protein	COG1357S	#C98767
sll0300	gene	2280267	2280947	-	riboflavin synthase alpha chain	COG0307H	#FFA4A4
slr0326	gene	2280998	2281441	+	hypothetical protein	-	#333333
slr0327	gene	2281509	2283182	+	iron(III) ABC transporter, permease protein	COG1178P	#CC3333
slr0328	gene	2283232	2283705	+	low molecular weight phosphotyrosine protein phosphatase	COG0394T	#93BF96
slr0329	gene	2283794	2284777	+	glucokinase	COG1940KG	#B300B3
sll0298	gene	2284791	2285423	-	hypothetical protein	COG3216S	#C98767
sll0297	gene	2285410	2285997	-	hypothetical protein	COG3688R	#C27E3A
sll0296	gene	2286186	2286746	-	hypothetical protein	COG4636S	#C98767
ssl0564	gene	2286798	2287067	-	transcriptional regulator	COG2197TK	#C4ABFE
ssl0563	gene	2287334	2287579	-	photosystem I subunit VII	COG1143C	#991616
slr0331	gene	2287948	2289525	+	NADH dehydrogenase subunit 4 (involved in photosystem-1 cyclic electron flow)	COG1008C	#991616
slr0333	gene	2289704	2290024	+	unknown protein	-	#333333
slr0334	gene	2290089	2290421	+	unknown protein	-	#333333
ssr0536	gene	2290705	2290959	+	unknown protein	-	#333333
sll0295	gene	2291091	2291897	-	hypothetical protein	COG0546R	#C27E3A
slr0335	gene	2292188	2294878	+	phycobilisome core-membrane linker polypeptide	-	#333333
slr0337	gene	2295152	2297341	+	hypothetical protein	COG1449G	#FF5353
sll0294	gene	2297368	2298570	-	hypothetical protein	-	#333333
sll0293	gene	2298606	2299118	-	unknown protein	-	#333333
slr0338	gene	2299371	2300441	+	probable oxidoreductase	COG0673R	#C27E3A
slr0168	gene	2300515	2302446	+	unknown protein	-	#333333
